su,bl,type,tr,let,num,rilet,vac,vse,rt,acc,respSE,respRT,statAC,statSE,statRT,stratac,strat,stratrt,item
25,34,3,1,6,7,13,0,0,282,1,13,0,0,2,133,1,3,1400,7
25,34,3,2,5,9,14,0,0,2406,1,14,0,0,1,102,0,0,0,6
25,34,3,3,4,7,11,0,0,1236,1,11,0,0,1,68,1,2,1065,5
25,34,3,4,7,9,16,0,0,869,1,16,0,0,1,86,0,0,0,8
25,34,3,5,8,7,15,0,0,803,1,15,0,0,1,77,1,2,1219,9
25,34,3,6,1,9,10,0,0,643,1,10,0,0,1,77,0,0,0,2
25,34,3,7,2,7,9,0,0,893,1,9,0,0,1,75,1,2,1079,3
25,34,3,8,3,9,12,0,0,3902,0,13,0,0,1,95,0,0,0,4
25,34,3,9,9,9,18,0,0,1395,1,18,0,0,1,77,0,0,0,10
25,34,3,10,0,7,7,0,0,1070,1,7,0,0,1,66,1,2,1210,1
25,35,3,1,8,7,15,0,0,737,1,15,0,0,1,65,0,0,0,9
25,35,3,2,6,7,13,0,0,1000,1,13,0,0,1,87,0,0,0,7
25,35,3,3,1,9,10,0,0,736,1,10,0,0,1,78,1,2,1158,2
25,35,3,4,5,9,14,0,0,990,1,14,0,0,1,92,1,2,1838,6
25,35,3,5,0,7,7,0,0,1741,1,7,0,0,1,75,0,0,0,1
25,35,3,6,4,7,11,0,0,1524,1,11,0,0,1,73,0,0,0,5
25,35,3,7,7,9,16,0,0,1371,1,16,0,0,1,76,1,2,1256,8
25,35,3,8,3,9,12,0,0,990,0,9,0,0,1,67,1,3,1555,4
25,35,3,9,9,9,18,0,0,2184,1,18,0,0,1,71,1,2,1705,10
25,35,3,10,2,7,9,0,0,709,1,9,0,0,1,48,0,0,0,3
25,36,3,1,5,9,14,0,0,964,1,14,0,0,1,61,0,0,0,6
25,36,3,2,7,9,16,0,0,2576,1,16,0,0,2,113,0,0,0,8
25,36,3,3,6,7,13,0,0,1783,1,13,0,0,2,1317,1,2,1606,7
25,36,3,4,2,7,9,0,0,759,1,9,0,0,1,46,1,2,1637,3
25,36,3,5,0,7,7,0,0,1408,1,7,0,0,1,81,1,2,1084,1
25,36,3,6,9,9,18,0,0,1213,1,18,0,0,1,120,0,0,0,10
25,36,3,7,1,9,10,0,0,782,1,10,0,0,1,75,0,0,0,2
25,36,3,8,8,7,15,0,0,775,1,15,0,0,1,49,1,2,1323,9
25,36,3,9,4,7,11,0,0,1036,1,11,0,0,1,78,1,2,1008,5
25,36,3,10,3,9,12,0,0,3520,1,12,0,0,1,92,0,0,0,4
25,37,3,1,4,7,11,0,0,1158,1,11,0,0,1,69,0,0,0,5
25,37,3,2,1,9,10,0,0,713,1,10,0,0,1,95,1,2,1236,2
25,37,3,3,6,7,13,0,0,1290,1,13,0,0,1,50,0,0,0,7
25,37,3,4,5,9,14,0,0,1175,1,14,0,0,1,70,1,2,1063,6
25,37,3,5,2,7,9,0,0,1218,1,9,0,0,1,73,0,0,0,3
25,37,3,6,7,9,16,0,0,2083,1,16,0,0,1,67,1,3,1523,8
25,37,3,7,3,9,12,0,0,2087,1,12,0,0,1,71,1,3,1934,4
25,37,3,8,0,7,7,0,0,1078,1,7,0,0,2,1851,0,0,0,1
25,37,3,9,8,7,15,0,0,921,1,15,0,0,1,93,0,0,0,9
25,37,3,10,9,9,18,0,0,1572,1,18,0,0,1,83,1,3,977,10
25,38,3,1,2,7,9,0,0,2164,1,9,0,0,1,111,1,2,2339,3
25,38,3,2,5,9,14,0,0,1239,1,14,0,0,1,85,0,0,0,6
25,38,3,3,7,9,16,0,0,1131,1,16,0,0,1,70,0,0,0,8
25,38,3,4,9,9,18,0,0,2042,1,18,0,0,1,111,0,0,0,10
25,38,3,5,1,9,10,0,0,685,1,10,0,0,1,83,0,0,0,2
25,38,3,6,6,7,13,0,0,1407,1,13,0,0,1,84,1,2,1050,7
25,38,3,7,0,7,7,0,0,1793,1,7,0,0,1,81,1,2,2066,1
25,38,3,8,4,7,11,0,0,1343,1,11,0,0,1,76,1,2,1171,5
25,38,3,9,3,9,12,0,0,584,1,12,0,0,2,88,0,0,0,4
25,38,3,10,8,7,15,0,0,1268,1,15,0,0,1,46,1,2,1216,9
25,39,3,1,3,9,12,0,0,2788,1,12,0,0,1,94,1,1,1520,4
25,39,3,2,5,9,14,0,0,866,1,14,0,0,1,86,1,2,1304,6
25,39,3,3,0,7,7,0,0,1054,0,15,0,0,1,57,0,0,0,1
25,39,3,4,4,7,11,0,0,1083,1,11,0,0,1,69,0,0,0,5
25,39,3,5,6,7,13,0,0,1587,1,13,0,0,1,67,0,0,0,7
25,39,3,6,7,9,16,0,0,1758,0,18,0,0,1,76,1,2,3586,8
25,39,3,7,9,9,18,0,0,1948,1,18,0,0,1,90,1,2,1550,10
25,39,3,8,1,9,10,0,0,780,1,10,0,0,1,59,1,2,1533,2
25,39,3,9,2,7,9,0,0,712,1,9,0,0,1,59,0,0,0,3
25,39,3,10,8,7,15,0,0,823,1,15,0,0,1,83,0,0,0,9
25,40,3,1,9,9,18,0,0,1385,1,18,0,0,1,102,0,0,0,10
25,40,3,2,7,9,16,0,0,1313,1,16,0,0,1,78,0,0,0,8
25,40,3,3,3,9,12,0,0,2266,1,12,0,0,1,113,0,0,0,4
25,40,3,4,0,7,7,0,0,1421,1,7,0,0,1,76,1,2,1134,1
25,40,3,5,6,7,13,0,0,1548,1,13,0,0,1,71,1,2,997,7
25,40,3,6,1,9,10,0,0,663,1,10,0,0,1,54,0,0,0,2
25,40,3,7,2,7,9,0,0,800,1,9,0,0,1,88,1,2,1071,3
25,40,3,8,8,7,15,0,0,677,1,15,0,0,1,76,1,2,1524,9
25,40,3,9,5,9,14,0,0,1171,1,14,0,0,1,109,0,0,0,6
25,40,3,10,4,7,11,0,0,1791,1,11,0,0,1,100,1,2,1236,5
25,41,3,1,1,9,10,0,0,796,1,10,0,0,1,72,1,2,1196,2
25,41,3,2,3,9,12,0,0,1585,0,16,0,0,1,67,1,3,1455,4
25,41,3,3,2,7,9,0,0,815,1,9,0,0,1,70,0,0,0,3
25,41,3,4,5,9,14,0,0,1241,1,14,0,0,1,58,1,2,1055,6
25,41,3,5,6,7,13,0,0,1407,1,13,0,0,1,88,0,0,0,7
25,41,3,6,9,9,18,0,0,2195,1,18,0,0,1,79,1,3,792,10
25,41,3,7,4,7,11,0,0,1094,1,11,0,0,1,90,0,0,0,5
25,41,3,8,7,9,16,0,0,1090,1,16,0,0,1,54,1,2,1291,8
25,41,3,9,8,7,15,0,0,30,1,15,0,0,2,116,0,0,0,9
25,41,3,10,0,7,7,0,0,805,1,7,0,0,1,65,0,0,0,1
25,42,3,1,2,7,9,0,0,838,1,9,0,0,1,93,1,2,2273,3
25,42,3,2,8,7,15,0,0,682,1,15,0,0,1,68,1,2,1368,9
25,42,3,3,4,7,11,0,0,1139,1,11,0,0,1,99,1,2,848,5
25,42,3,4,3,9,12,0,0,1512,0,16,0,0,2,150,0,0,0,4
25,42,3,5,7,9,16,0,0,984,1,16,0,0,1,74,0,0,0,8
25,42,3,6,5,9,14,0,0,788,1,14,0,0,1,1706,0,0,0,6
25,42,3,7,0,7,7,0,0,810,1,7,0,0,1,99,1,2,1256,1
25,42,3,8,9,9,18,0,0,54,1,18,0,0,2,128,0,0,0,10
25,42,3,9,6,7,13,0,0,1435,1,13,0,0,1,91,1,2,940,7
25,42,3,10,1,9,10,0,0,729,1,10,0,0,1,60,0,0,0,2
25,43,3,1,4,7,11,0,0,943,1,11,0,0,1,56,0,0,0,5
25,43,3,2,6,7,13,0,0,882,1,13,0,0,1,75,0,0,0,7
25,43,3,3,1,9,10,0,0,700,1,10,0,0,1,51,1,2,1257,2
25,43,3,4,8,7,15,0,0,628,1,15,0,0,1,74,0,0,0,9
25,43,3,5,3,9,12,0,0,2528,1,12,0,0,1,73,1,3,1685,4
25,43,3,6,9,9,18,0,0,1635,0,16,0,0,1,78,1,3,1203,10
25,43,3,7,7,9,16,0,0,1388,1,16,0,0,1,80,1,2,1186,8
25,43,3,8,2,7,9,0,0,773,1,9,0,0,1,57,0,0,0,3
25,43,3,9,0,7,7,0,0,699,1,7,0,0,1,61,0,0,0,1
25,43,3,10,5,9,14,0,0,888,1,14,0,0,1,67,1,2,1001,6
25,44,3,1,4,7,11,0,0,1285,1,11,0,0,1,125,1,2,1108,5
25,44,3,2,3,9,12,0,0,1892,1,12,0,0,1,71,0,0,0,4
25,44,3,3,8,7,15,0,0,774,1,15,0,0,1,102,1,2,1031,9
25,44,3,4,9,9,18,0,0,2030,1,18,0,0,1,134,0,0,0,10
25,44,3,5,7,9,16,0,0,1100,1,16,0,0,1,97,0,0,0,8
25,44,3,6,0,7,7,0,0,1321,1,7,0,0,1,127,1,2,902,1
25,44,3,7,1,9,10,0,0,819,1,10,0,0,1,72,0,0,0,2
25,44,3,8,2,7,9,0,0,781,1,9,0,0,1,70,1,2,936,3
25,44,3,9,6,7,13,0,0,1369,1,13,0,0,1,82,1,2,1117,7
25,44,3,10,5,9,14,0,0,936,1,14,0,0,1,76,0,0,0,6
25,45,3,1,0,7,7,0,0,1043,1,7,0,0,1,105,0,0,0,1
25,45,3,2,6,7,13,0,0,1031,1,13,0,0,1,64,0,0,0,7
25,45,3,3,8,7,15,0,0,724,1,15,0,0,1,127,0,0,0,9
25,45,3,4,3,9,12,0,0,1949,1,12,0,0,1,77,1,2,1745,4
25,45,3,5,7,9,16,0,0,1330,1,16,0,0,1,66,1,2,948,8
25,45,3,6,9,9,18,0,0,394,1,18,0,0,2,235,1,3,1562,10
25,45,3,7,2,7,9,0,0,472,1,9,0,0,1,76,0,0,0,3
25,45,3,8,4,7,11,0,0,1546,1,11,0,0,1,60,0,0,0,5
25,45,3,9,1,9,10,0,0,719,1,10,0,0,1,54,1,2,1177,2
25,45,3,10,5,9,14,0,0,774,1,14,0,0,1,59,1,2,2093,6
25,46,3,1,2,7,9,0,0,906,1,9,0,0,1,45,1,2,1141,3
25,46,3,2,0,7,7,0,0,604,1,7,0,0,1,85,1,2,817,1
25,46,3,3,7,9,16,0,0,839,1,16,0,0,1,87,0,0,0,8
25,46,3,4,6,7,13,0,0,938,1,13,0,0,1,132,1,2,1139,7
25,46,3,5,4,7,11,0,0,955,1,11,0,0,1,73,1,2,856,5
25,46,3,6,1,9,10,0,0,592,1,10,0,0,1,68,0,0,0,2
25,46,3,7,5,9,14,0,0,634,1,14,0,0,1,79,0,0,0,6
25,46,3,8,3,9,12,0,0,1529,1,12,0,0,1,108,0,0,0,4
25,46,3,9,8,7,15,0,0,997,1,15,0,0,1,52,1,2,1087,9
25,46,3,10,9,9,18,0,0,1359,1,18,0,0,1,51,0,0,0,10
25,47,3,1,0,7,7,0,0,473,1,7,0,0,2,292,0,0,0,1
25,47,3,2,3,9,12,0,0,1905,1,12,0,0,1,116,1,2,1363,4
25,47,3,3,7,9,16,0,0,1282,1,16,0,0,1,102,1,2,1137,8
25,47,3,4,1,9,10,0,0,620,1,10,0,0,1,108,1,2,1046,2
25,47,3,5,9,9,18,0,0,1412,1,18,0,0,1,81,1,2,887,10
25,47,3,6,6,7,13,0,0,1054,1,13,0,0,1,77,0,0,0,7
25,47,3,7,2,7,9,0,0,677,1,9,0,0,1,68,0,0,0,3
25,47,3,8,5,9,14,0,0,1444,1,14,0,0,1,86,1,2,1019,6
25,47,3,9,8,7,15,0,0,688,1,15,0,0,1,41,0,0,0,9
25,47,3,10,4,7,11,0,0,1011,1,11,0,0,1,80,0,0,0,5
25,48,3,1,8,7,15,0,0,839,1,15,0,0,1,53,1,2,1387,9
25,48,3,2,2,7,9,0,0,628,1,9,0,0,1,78,1,2,1016,3
25,48,3,3,7,9,16,0,0,1222,1,16,0,0,1,87,0,0,0,8
25,48,3,4,0,7,7,0,0,1294,1,7,0,0,1,93,1,2,914,1
25,48,3,5,4,7,11,0,0,1945,1,11,0,0,1,83,1,2,1438,5
25,48,3,6,6,7,13,0,0,1078,1,13,0,0,1,105,1,2,1162,7
25,48,3,7,9,9,18,0,0,1697,1,18,0,0,1,78,0,0,0,10
25,48,3,8,1,9,10,0,0,632,1,10,0,0,1,73,0,0,0,2
25,48,3,9,3,9,12,0,0,1724,1,12,0,0,1,78,0,0,0,4
25,48,3,10,5,9,14,0,0,627,1,14,0,0,1,71,0,0,0,6
25,49,3,1,9,9,18,0,0,1201,1,18,0,0,1,108,1,2,1172,10
25,49,3,2,4,7,11,0,0,920,1,11,0,0,1,120,0,0,0,5
25,49,3,3,6,7,13,0,0,986,1,13,0,0,1,57,0,0,0,7
25,49,3,4,5,9,14,0,0,799,1,14,0,0,1,69,1,1,1143,6
25,49,3,5,3,9,12,0,0,1935,1,12,0,0,2,111,1,3,1271,4
25,49,3,6,8,7,15,0,0,604,1,15,0,0,1,71,0,0,0,9
25,49,3,7,2,7,9,0,0,631,1,9,0,0,1,59,0,0,0,3
25,49,3,8,0,7,7,0,0,963,1,7,0,0,1,78,0,0,0,1
25,49,3,9,7,9,16,0,0,1087,1,16,0,0,1,108,1,2,1118,8
25,49,3,10,1,9,10,0,0,745,1,10,0,0,1,68,1,2,1692,2
25,50,3,1,7,9,16,0,0,836,1,16,0,0,1,85,0,0,0,8
25,50,3,2,6,7,13,0,0,672,1,13,0,0,1,49,1,2,1159,7
25,50,3,3,3,9,12,0,0,2620,0,7,0,0,1,61,0,0,0,4
25,50,3,4,4,7,11,0,0,1099,1,11,0,0,1,56,1,2,1335,5
25,50,3,5,5,9,14,0,0,749,1,14,0,0,1,35,0,0,0,6
25,50,3,6,2,7,9,0,0,779,1,9,0,0,1,77,1,2,1101,3
25,50,3,7,1,9,10,0,0,643,1,10,0,0,1,70,0,0,0,2
25,50,3,8,8,7,15,0,0,987,1,15,0,0,1,59,1,2,1008,9
25,50,3,9,0,7,7,0,0,1030,1,7,0,0,1,64,1,3,2524,1
25,50,3,10,9,9,18,0,0,1223,1,18,0,0,1,66,0,0,0,10
29,1,3,1,8,7,15,0,0,3640,1,15,0,0,1,59,0,0,0,9
29,1,3,2,1,9,10,0,0,3256,1,10,0,0,1,73,1,1,2302,2
29,1,3,3,6,7,13,0,0,2971,1,13,0,0,1,59,0,0,0,7
29,1,3,4,4,7,11,0,0,3199,1,11,0,0,1,111,0,0,0,5
29,1,3,5,3,9,12,0,0,4245,1,12,0,0,1,115,1,1,1569,4
29,1,3,6,7,9,16,0,0,4142,1,16,0,0,1,88,1,1,1621,8
29,1,3,7,0,7,7,0,0,3605,1,7,0,0,1,64,0,0,0,1
29,1,3,8,5,9,14,0,0,4709,1,14,0,0,1,55,1,3,1747,6
29,1,3,9,2,7,9,0,0,3242,1,9,0,0,1,81,0,0,0,3
29,1,3,10,9,9,18,0,0,4867,1,18,0,0,1,38,1,1,1747,10
29,2,3,1,8,7,15,0,0,3843,1,15,0,0,1,90,1,1,1435,9
29,2,3,2,0,7,7,0,0,1566,1,7,0,0,1,81,1,2,1519,1
29,2,3,3,7,9,16,0,0,4213,1,16,0,0,1,50,0,0,0,8
29,2,3,4,2,7,9,0,0,4063,1,9,0,0,1,112,1,1,1470,3
29,2,3,5,5,9,14,0,0,4142,1,14,0,0,1,126,0,0,0,6
29,2,3,6,4,7,11,0,0,3233,1,11,0,0,1,86,1,1,1344,5
29,2,3,7,3,9,12,0,0,4656,1,12,0,0,1,64,0,0,0,4
29,2,3,8,9,9,18,0,0,4909,1,18,0,0,1,92,0,0,0,10
29,2,3,9,6,7,13,0,0,4064,1,13,0,0,1,79,1,1,1531,7
29,2,3,10,1,9,10,0,0,3908,1,10,0,0,1,65,0,0,0,2
29,3,3,1,9,9,18,0,0,4481,1,18,0,0,1,139,1,1,1338,10
29,3,3,2,1,9,10,0,0,3793,1,10,0,0,1,109,1,1,1358,2
29,3,3,3,8,7,15,0,0,3319,1,15,0,0,1,59,0,0,0,9
29,3,3,4,6,7,13,0,0,3271,1,13,0,0,1,64,0,0,0,7
29,3,3,5,3,9,12,0,0,3623,1,12,0,0,1,73,1,1,1351,4
29,3,3,6,4,7,11,0,0,4035,1,11,0,0,1,98,0,0,0,5
29,3,3,7,7,9,16,0,0,5154,0,15,0,0,1,124,1,1,1706,8
29,3,3,8,2,7,9,0,0,3998,1,9,0,0,1,81,0,0,0,3
29,3,3,9,0,7,7,0,0,3278,1,7,0,0,1,96,0,0,0,1
29,3,3,10,5,9,14,0,0,4223,1,14,0,0,1,96,1,1,2074,6
29,4,3,1,0,7,7,0,0,1041,1,7,0,0,1,116,1,2,1537,1
29,4,3,2,4,7,11,0,0,3071,1,11,0,0,1,80,1,1,1289,5
29,4,3,3,1,9,10,0,0,3425,1,10,0,0,1,65,0,0,0,2
29,4,3,4,6,7,13,0,0,3653,1,13,0,0,1,72,1,1,1395,7
29,4,3,5,9,9,18,0,0,5249,1,18,0,0,1,71,0,0,0,10
29,4,3,6,2,7,9,0,0,4344,1,9,0,0,1,47,1,1,1447,3
29,4,3,7,3,9,12,0,0,4113,1,12,0,0,1,86,0,0,0,4
29,4,3,8,7,9,16,0,0,5648,1,16,0,0,1,113,0,0,0,8
29,4,3,9,5,9,14,0,0,4502,1,14,0,0,1,57,0,0,0,6
29,4,3,10,8,7,15,0,0,3504,1,15,0,0,1,103,1,1,1233,9
29,5,3,1,1,9,10,0,0,5179,1,10,0,0,1,91,1,1,1536,2
29,5,3,2,2,7,9,0,0,3311,1,9,0,0,1,110,0,0,0,3
29,5,3,3,3,9,12,0,0,3875,1,12,0,0,1,114,1,1,1391,4
29,5,3,4,8,7,15,0,0,3064,1,15,0,0,1,74,0,0,0,9
29,5,3,5,0,7,7,0,0,1217,1,7,0,0,1,553,0,0,0,1
29,5,3,6,7,9,16,0,0,4892,1,16,0,0,1,86,1,2,1589,8
29,5,3,7,6,7,13,0,0,3688,1,13,0,0,1,256,0,0,0,7
29,5,3,8,5,9,14,0,0,4627,1,14,0,0,1,124,1,1,1411,6
29,5,3,9,4,7,11,0,0,3717,1,11,0,0,1,105,0,0,0,5
29,5,3,10,9,9,18,0,0,4343,1,18,0,0,1,102,1,1,1307,10
29,6,3,1,6,7,13,0,0,3516,1,13,0,0,1,84,1,1,1328,7
29,6,3,2,8,7,15,0,0,3434,1,15,0,0,1,68,1,1,1183,9
29,6,3,3,0,7,7,0,0,1145,1,7,0,0,1,78,1,2,1316,1
29,6,3,4,4,7,11,0,0,3127,1,11,0,0,1,828,1,1,1571,5
29,6,3,5,5,9,14,0,0,3909,1,14,0,0,1,103,0,0,0,6
29,6,3,6,7,9,16,0,0,4759,1,16,0,0,1,105,0,0,0,8
29,6,3,7,3,9,12,0,0,3767,1,12,0,0,1,103,0,0,0,4
29,6,3,8,9,9,18,0,0,4229,1,18,0,0,1,142,0,0,0,10
29,6,3,9,1,9,10,0,0,4564,1,10,0,0,1,104,0,0,0,2
29,6,3,10,2,7,9,0,0,5939,0,11,0,0,1,132,1,1,2034,3
29,7,3,1,0,7,7,0,0,1101,1,7,0,0,1,62,0,0,0,1
29,7,3,2,3,9,12,0,0,4442,1,12,0,0,1,74,1,3,1912,4
29,7,3,3,7,9,16,0,0,4406,1,16,0,0,1,97,1,1,1474,8
29,7,3,4,9,9,18,0,0,4285,1,18,0,0,1,86,1,1,1426,10
29,7,3,5,2,7,9,0,0,3429,1,9,0,0,1,140,0,0,0,3
29,7,3,6,6,7,13,0,0,3378,1,13,0,0,1,130,0,0,0,7
29,7,3,7,8,7,15,0,0,3403,1,15,0,0,1,71,0,0,0,9
29,7,3,8,1,9,10,0,0,3214,1,10,0,0,1,96,1,1,1475,2
29,7,3,9,4,7,11,0,0,2642,1,11,0,0,1,16,0,0,0,5
29,7,3,10,5,9,14,0,0,3206,1,14,0,0,1,118,1,1,1287,6
29,8,3,1,3,9,12,0,0,3279,1,12,0,0,1,92,0,0,0,4
29,8,3,2,7,9,16,0,0,3292,0,15,0,0,1,631,0,0,0,8
29,8,3,3,1,9,10,0,0,3696,1,10,0,0,1,59,0,0,0,2
29,8,3,4,4,7,11,0,0,3739,1,11,0,0,1,140,1,2,1916,5
29,8,3,5,0,7,7,0,0,952,1,7,0,0,1,86,1,2,1496,1
29,8,3,6,5,9,14,0,0,4032,1,14,0,0,1,95,0,0,0,6
29,8,3,7,2,7,9,0,0,3070,1,9,0,0,1,87,1,1,1561,3
29,8,3,8,8,7,15,0,0,3526,1,15,0,0,1,79,1,1,1568,9
29,8,3,9,6,7,13,0,0,3582,1,13,0,0,1,78,1,1,1442,7
29,8,3,10,9,9,18,0,0,4151,1,18,0,0,1,74,0,0,0,10
29,9,3,1,8,7,15,0,0,3928,1,15,0,0,1,74,0,0,0,9
29,9,3,2,1,9,10,0,0,3175,1,10,0,0,1,86,1,3,1915,2
29,9,3,3,4,7,11,0,0,3362,1,11,0,0,1,79,0,0,0,5
29,9,3,4,6,7,13,0,0,2960,1,13,0,0,1,64,0,0,0,7
29,9,3,5,2,7,9,0,0,2526,1,9,0,0,1,60,0,0,0,3
29,9,3,6,5,9,14,0,0,3671,1,14,0,0,1,48,1,1,1513,6
29,9,3,7,7,9,16,0,0,3927,1,16,0,0,1,76,1,2,1366,8
29,9,3,8,9,9,18,0,0,4071,1,18,0,0,1,132,1,2,1511,10
29,9,3,9,3,9,12,0,0,3779,1,12,0,0,1,73,1,1,1193,4
29,9,3,10,0,7,7,0,0,1002,1,7,0,0,1,91,0,0,0,1
29,10,3,1,3,9,12,0,0,3051,1,12,0,0,1,65,0,0,0,4
29,10,3,2,7,9,16,0,0,1457,1,16,0,0,1,42,0,0,0,8
29,10,3,3,9,9,18,0,0,3826,0,15,0,0,1,561,0,0,0,10
29,10,3,4,1,9,10,0,0,3367,1,10,0,0,1,88,0,0,0,2
29,10,3,5,8,7,15,0,0,2634,1,15,0,0,1,69,1,1,1989,9
29,10,3,6,0,7,7,0,0,833,1,7,0,0,1,41,1,2,1325,1
29,10,3,7,6,7,13,0,0,6239,1,13,0,0,1,48,1,1,1546,7
29,10,3,8,2,7,9,0,0,3297,1,9,0,0,1,106,1,1,1465,3
29,10,3,9,4,7,11,0,0,2781,1,11,0,0,1,105,1,1,1650,5
29,10,3,10,5,9,14,0,0,3647,1,14,0,0,1,82,0,0,0,6
29,11,3,1,8,7,15,0,0,3723,1,15,0,0,1,111,0,0,0,9
29,11,3,2,5,9,14,0,0,3707,1,14,0,0,1,79,1,1,1519,6
29,11,3,3,6,7,13,0,0,3153,1,13,0,0,1,91,0,0,0,7
29,11,3,4,2,7,9,0,0,4286,1,9,0,0,1,132,0,0,0,3
29,11,3,5,1,9,10,0,0,3725,1,10,0,0,1,84,1,1,1534,2
29,11,3,6,7,9,16,0,0,5233,1,16,0,0,1,113,1,3,1772,8
29,11,3,7,9,9,18,0,0,4095,1,18,0,0,1,67,1,1,1461,10
29,11,3,8,4,7,11,0,0,3667,1,11,0,0,1,107,0,0,0,5
29,11,3,9,3,9,12,0,0,3677,1,12,0,0,1,102,1,1,1131,4
29,11,3,10,0,7,7,0,0,1002,1,7,0,0,1,103,0,0,0,1
29,12,3,1,7,9,16,0,0,3476,1,16,0,0,1,141,0,0,0,8
29,12,3,2,1,9,10,0,0,2719,1,10,0,0,1,149,0,0,0,2
29,12,3,3,5,9,14,0,0,3090,1,14,0,0,1,71,0,0,0,6
29,12,3,4,2,7,9,0,0,2825,1,9,0,0,1,112,1,1,1433,3
29,12,3,5,0,7,7,0,0,729,1,7,0,0,1,93,1,2,1182,1
29,12,3,6,6,7,13,0,0,2798,1,13,0,0,1,86,1,1,1649,7
29,12,3,7,8,7,15,0,0,3613,0,16,0,0,1,98,1,1,1169,9
29,12,3,8,4,7,11,0,0,2851,1,11,0,0,1,125,1,1,1384,5
29,12,3,9,9,9,18,0,0,3949,1,18,0,0,1,86,0,0,0,10
29,12,3,10,3,9,12,0,0,3051,1,12,0,0,1,55,0,0,0,4
29,13,3,1,9,9,18,0,0,3235,1,18,0,0,1,64,1,2,1574,10
29,13,3,2,4,7,11,0,0,2369,1,11,0,0,1,108,0,0,0,5
29,13,3,3,2,7,9,0,0,2678,1,9,0,0,1,87,0,0,0,3
29,13,3,4,6,7,13,0,0,2574,1,13,0,0,1,57,0,0,0,7
29,13,3,5,0,7,7,0,0,854,1,7,0,0,1,53,0,0,0,1
29,13,3,6,3,9,12,0,0,3098,1,12,0,0,1,107,1,2,1717,4
29,13,3,7,1,9,10,0,0,2607,1,10,0,0,1,91,1,1,1413,2
29,13,3,8,5,9,14,0,0,2584,1,14,0,0,1,84,1,1,1560,6
29,13,3,9,8,7,15,0,0,2341,1,15,0,0,1,78,0,0,0,9
29,13,3,10,7,9,16,0,0,3384,1,16,0,0,1,96,1,1,1500,8
29,14,3,1,6,7,13,0,0,2524,1,13,0,0,1,64,1,1,1421,7
29,14,3,2,2,7,9,0,0,2408,1,9,0,0,1,54,1,1,1206,3
29,14,3,3,1,9,10,0,0,3003,1,10,0,0,1,103,0,0,0,2
29,14,3,4,5,9,14,0,0,2745,1,14,0,0,1,35,0,0,0,6
29,14,3,5,3,9,12,0,0,3212,1,12,0,0,1,73,0,0,0,4
29,14,3,6,9,9,18,0,0,4108,0,17,0,0,1,57,0,0,0,10
29,14,3,7,4,7,11,0,0,2915,1,11,0,0,1,52,1,1,1584,5
29,14,3,8,7,9,16,0,0,1852,1,16,0,0,1,43,0,0,0,8
29,14,3,9,8,7,15,0,0,3551,1,15,0,0,1,136,1,1,1467,9
29,14,3,10,0,7,7,0,0,825,1,7,0,0,1,98,1,2,1335,1
29,15,3,1,4,7,11,0,0,2984,1,11,0,0,1,131,0,0,0,5
29,15,3,2,0,7,7,0,0,778,1,7,0,0,1,101,0,0,0,1
29,15,3,3,3,9,12,0,0,3504,1,12,0,0,2,3103,1,2,2394,4
29,15,3,4,9,9,18,0,0,3405,1,18,0,0,1,66,1,1,1727,10
29,15,3,5,1,9,10,0,0,2552,1,10,0,0,1,65,1,1,1312,2
29,15,3,6,6,7,13,0,0,2660,1,13,0,0,1,72,0,0,0,7
29,15,3,7,2,7,9,0,0,2607,1,9,0,0,1,91,0,0,0,3
29,15,3,8,7,9,16,0,0,1158,1,16,0,0,1,48,1,2,1328,8
29,15,3,9,5,9,14,0,0,3101,1,14,0,0,1,75,1,1,1458,6
29,15,3,10,8,7,15,0,0,3481,0,16,0,0,1,115,0,0,0,9
29,16,3,1,6,7,13,0,0,3765,1,13,0,0,1,98,1,1,1497,7
29,16,3,2,7,9,16,0,0,921,1,16,0,0,1,20,0,0,0,8
29,16,3,3,2,7,9,0,0,2567,1,9,0,0,1,113,1,1,1470,3
29,16,3,4,9,9,18,0,0,6117,1,18,0,0,1,77,0,0,0,10
29,16,3,5,3,9,12,0,0,2935,1,12,0,0,1,165,0,0,0,4
29,16,3,6,4,7,11,0,0,2750,1,11,0,0,1,40,1,1,1456,5
29,16,3,7,5,9,14,0,0,3421,1,14,0,0,1,54,0,0,0,6
29,16,3,8,0,7,7,0,0,884,1,7,0,0,1,22,1,2,1645,1
29,16,3,9,8,7,15,0,0,3079,1,15,0,0,1,39,1,1,1422,9
29,16,3,10,1,9,10,0,0,3632,1,10,0,0,1,89,0,0,0,2
29,17,3,1,0,7,7,0,0,892,1,7,0,0,1,49,0,0,0,1
29,17,3,2,4,7,11,0,0,2594,1,11,0,0,1,59,0,0,0,5
29,17,3,3,6,7,13,0,0,3482,1,13,0,0,1,106,0,0,0,7
29,17,3,4,9,9,18,0,0,3789,1,18,0,0,1,59,1,1,1335,10
29,17,3,5,1,9,10,0,0,2839,1,10,0,0,1,98,1,1,1266,2
29,17,3,6,5,9,14,0,0,3480,1,14,0,0,1,50,1,1,1222,6
29,17,3,7,2,7,9,0,0,3456,1,9,0,0,1,74,0,0,0,3
29,17,3,8,7,9,16,0,0,965,1,16,0,0,1,67,1,2,1282,8
