subject,trial,first.correct.trial.item,trials.since.1st.correct,reversions,item,strategy,is.alg,is.ret,RT,logRT,pred.logRT.ps,pred.RT.ps,pred.logRT.de,pred.RT.de
8,15,6,10,TRUE,9,2,0,1,894,6.795705775173514,6.811582272770322,908.3068597456182,6.703452021546908,815.2151136533181
8,16,6,11,TRUE,9,2,0,1,817,6.705639094860003,6.796595708671574,894.7959546680946,6.690494163310405,804.7198169136049
8,17,6,12,TRUE,9,2,0,1,624,6.436150368369428,6.782517995628263,882.2875256015853,6.681337067071313,797.3845562052813
8,18,6,13,TRUE,9,2,0,1,792,6.674561391814426,6.769245174719193,870.6544539031349,6.674735916416837,792.1382355475105
8,19,6,14,TRUE,9,2,0,1,695,6.543911845564792,6.756690163186142,859.791710814739,6.669889132799209,788.3082020939676
8,20,6,15,TRUE,9,2,0,1,1464,7.288927694521257,6.744779288399649,849.611586849024,6.666270053354026,785.460408387437
8,21,6,16,TRUE,9,2,0,1,816,6.704414354964107,6.733449668355288,840.0401332337653,6.663525770909808,783.3078381593469
8,22,6,17,TRUE,9,2,0,1,709,6.5638555265321274,6.722647202108796,831.0144655534342,6.661415334894355,781.6564602631305
8,23,6,18,TRUE,9,2,0,1,747,6.616065185132817,6.71232500728115,822.4806917443698,6.659771308477085,780.3724521540578
8,24,6,19,TRUE,9,2,0,1,557,6.322565239927284,6.70244219034852,814.3922995197674,6.658475408398924,779.3618224113318
8,25,6,20,TRUE,9,2,0,1,705,6.558197802812269,6.692962868127725,806.7088868052243,6.657442785438916,778.55745087708965
8,26,6,21,TRUE,9,2,0,1,743,6.610696044717759,6.683855381291804,799.3951516653583,6.6566117015709505,777.9106731398805
8,27,6,22,TRUE,9,2,0,1,662,6.495265555937008,6.675091656396138,792.4200809158888,6.6559366372559365,777.3857106158446
8,28,6,23,TRUE,9,2,0,1,810,6.697034247666484,6.666646683984615,785.7562925523727,6.655383616104293,776.955918727845
8,29,6,24,TRUE,9,2,0,1,709,6.5638555265321274,6.658498088318156,779.379498474962,6.654926986272198,776.6012184666542
8,30,6,25,TRUE,9,2,0,1,449,6.1070228877422545,6.650625770076595,773.2680621799045,6.65454717366477,776.3063115411659
8,31,6,26,TRUE,9,2,0,1,635,6.453624998892692,6.643011607668444,767.4026320756951,6.654229092910138,776.05942271114
8,32,6,27,TRUE,9,2,0,1,683,6.52649485957079,6.635639205977847,761.7658355089321,6.653961009678267,775.8514020776431
8,33,6,28,TRUE,9,2,0,1,797,6.680854678790215,6.6284936837857416,756.3420218940148,6.653733716718286,775.6750765554939
8,34,6,29,TRUE,9,2,0,1,1087,6.99117688712121,6.621561492934535,751.1170458390138,6.653539930618398,775.5247760711701
8,35,6,30,TRUE,9,2,0,1,649,6.47543271670409,6.61483026371269,746.0780830638139,6.653373845647276,775.3959837566621
8,36,6,31,TRUE,9,2,0,1,674,6.513230110912307,6.608288672025465,741.2134733701465,6.653230800598903,775.2850751333115
8,37,6,32,TRUE,9,2,0,1,739,6.6052979209482015,6.6019263247687805,736.5125860574198,6.6531070277637605,775.1891218398463
8,38,6,33,TRUE,9,2,0,1,698,6.548219102762372,6.595733660492415,731.9657040642155,6.652999462163317,775.1057426409454
8,39,6,34,TRUE,9,2,0,1,779,6.658011045870748,6.58970186296875,727.5639238123141,6.6529055954091385,775.0329893953476
8,40,6,35,TRUE,9,2,0,1,607,6.408528791059498,6.583822785705922,723.299068282202,6.6528233628920646,774.9692591022015
8,41,6,36,TRUE,9,2,0,1,647,6.472346294500901,6.578088885783388,719.1636112891974,6.652751056069535,774.9132255633458
8,42,6,37,TRUE,9,2,0,1,814,6.70196036600254,6.572493165661561,715.1506112823412,6.652687253799105,774.8637859173658
8,43,6,38,TRUE,9,2,0,1,821,6.710523109452428,6.567029121839397,711.253653273069,6.652630768232147,774.8200185332274
8,44,6,39,TRUE,9,2,0,1,1255,7.134890851565884,6.5616906994150686,707.4667977317047,6.652580601916335,774.7811496424432
8,45,6,40,TRUE,9,2,0,1,745,6.61338421837956,6.556472251753541,703.784535478233,6.652535913584499,774.7465267389534
8,46,6,41,TRUE,9,2,0,1,895,6.796823718274855,6.551368504587423,700.2017477481947,6.652495990717821,774.7155972540579
8,47,6,42,TRUE,9,2,0,1,1204,7.093404625868766,6.5463745239788835,696.7136707416788,6.6524602274242115,774.6878913681195
8,48,6,43,TRUE,9,2,0,1,1064,6.96979066990159,6.541485687654792,693.3158640685086,6.652428106511108,774.6630080853174
8,1,5,-3,TRUE,10,1,1,0,5397,8.593598522618644,8.579421531172178,5321.026586846301,8.597196934605767,5416.455613156787
8,2,5,-2,TRUE,10,1,1,0,4852,8.48714627006394,8.579421531172178,5321.026586846301,8.58830777218141,5368.521223371765
8,3,5,-1,TRUE,10,1,1,0,5404,8.59489469908009,8.579421531172178,5321.026586846301,8.547735025600517,5155.0651036765485
8,4,5,0,TRUE,10,1,1,0,5717,8.651199471263972,8.579421531172178,5321.026586846301,8.433853866195122,4600.194509214761
8,5,5,1,TRUE,10,2,0,1,3788,8.239593454305968,7.184627189449453,1318.997410452233,8.211265838833649,3682.2005899273067
8,6,5,2,TRUE,10,2,0,1,1680,7.426549072397305,7.1347294034994,1254.7973990317698,7.897455604451316,2690.4280987522798
8,7,5,3,TRUE,10,1,1,0,6341,8.754791763700032,8.579421531172178,5321.026586846301,7.5664221704830155,1932.214764768731
8,8,5,4,TRUE,10,2,0,1,884,6.784457062637643,7.055996538745019,1159.7926739175848,7.288307218699006,1463.0919051508079
8,9,5,5,TRUE,10,2,0,1,689,6.535241271013659,7.023761663148977,1123.0030415491483,7.087189176375119,1196.5398070526035
8,10,5,6,TRUE,10,2,0,1,534,6.280395838960195,6.994926584344649,1091.0835721768428,6.952847605164834,1046.1244401263898
8,11,5,7,TRUE,10,2,0,1,1706,7.441906728051625,6.968842082685243,1062.9911817534994,6.8657168746427715,958.8329565191303
8,12,5,8,TRUE,10,2,0,1,771,6.647688373563329,6.9450287983945955,1037.9768888434642,6.809224747192735,906.1680252605956
8,13,5,9,TRUE,10,2,0,1,1336,7.197435354096591,6.923122700374214,1015.4861073987881,6.772069972233426,873.1173533987421
8,14,5,10,TRUE,10,2,0,1,832,6.723832440821209,6.902840821496349,995.0975987024408,6.747126167316732,851.6078639639811
8,15,5,11,TRUE,10,2,0,1,711,6.566672429803241,6.883958843994225,976.4844675996028,6.730000313659378,837.1475285332749
8,16,5,12,TRUE,10,2,0,1,724,6.584791392385716,6.866295933640213,959.3883381534938,6.717977986759407,827.1433246835697
8,17,5,13,TRUE,10,2,0,1,786,6.666956792429207,6.849704179730838,943.6017288629733,6.709358783060965,820.0446443134563
8,18,5,14,TRUE,10,2,0,1,1487,7.304515946460155,6.834061058044172,928.9557056209835,6.703057539155982,814.8935890682287
8,19,5,15,TRUE,10,2,0,1,677,6.517671272912275,6.819263934317836,915.3110330259722,6.698367570395167,811.0807117188788
8,20,5,16,TRUE,10,2,0,1,677,6.517671272912275,6.805225979239844,902.551704833155,6.694819228219152,808.2078198373667
8,21,5,17,TRUE,10,2,0,1,1135,7.034387929915503,6.791873081145925,890.5801293845376,6.692094216165912,806.0084418135908
8,22,5,18,TRUE,10,2,0,1,834,6.726233402358747,6.779141477580438,879.3134896166605,6.689972776141436,804.3003556868035
8,23,5,19,TRUE,10,2,0,1,912,6.815639990074331,6.766975913766343,868.6809517899973,6.68830052547846,802.9564878388929
8,24,5,20,TRUE,10,2,0,1,756,6.628041376179533,6.75532819328979,858.6214974660447,6.686967241150332,801.8866319070478
8,25,5,21,TRUE,10,2,0,1,578,6.359573868672378,6.744156024839474,849.0822198913418,6.6858930383608595,801.0257055377524
8,26,5,22,TRUE,10,2,0,1,704,6.556778356158042,6.733422095269409,840.0169710543581,6.685019208469421,800.3260510664584
8,27,5,23,TRUE,10,2,0,1,620,6.429719478039138,6.723093317693749,831.3852767640194,6.684302044677601,799.752291965201
8,28,5,24,TRUE,10,2,0,1,1331,7.193685818395112,6.713140216391544,823.1514588679906,6.683708616074645,799.2778368714045
8,29,5,25,TRUE,10,2,0,1,732,6.595780513961311,6.70353641969609,815.2839192035856,6.683213832728617,798.8824653285648
8,30,5,26,TRUE,10,2,0,1,1267,7.144407180321139,6.694258238889421,807.7545510256034,6.682798379325371,798.5506358241719
8,31,5,27,TRUE,10,2,0,1,697,6.546785410760524,6.685284316171051,800.5382517931922,6.682447241535727,798.2702837429755
8,32,5,28,TRUE,10,2,0,1,535,6.282266746896006,6.6765953285354085,793.612517206096,6.6821486423684435,798.0319564849137
8,33,5,29,TRUE,10,2,0,1,832,6.723832440821209,6.668173737230015,786.9571008647777,6.681893265728195,797.8281837855565
8,34,5,30,TRUE,10,2,0,1,510,6.234410725718371,6.6600035746260335,780.5537273094914,6.681673683585651,797.65301419634
8,35,5,31,TRUE,10,2,0,1,624,6.436150368369428,6.652070261991174,774.3858487660078,6.681483929130644,797.5016703428853
8,36,5,32,TRUE,10,2,0,1,724,6.584791392385716,6.644360452939368,768.438437900715,6.681319175706499,797.3702900349106
8,37,5,33,TRUE,10,2,0,1,634,6.452048954437226,6.636861898334359,762.6978104166521,6.681175493165676,797.2557300759913
8,38,5,34,TRUE,10,2,0,1,1014,6.921658184151129,6.629563329213031,757.151472514601,6.681049661428122,797.1554163136608
8,39,5,35,TRUE,10,2,0,1,737,6.602587892189336,6.622454354918986,751.7879891804453,6.680939026683125,797.0672281058836
8,40,5,36,TRUE,10,2,0,1,745,6.61338421837956,6.615525374135039,746.5968700014524,6.680841389650896,796.9894086263376
8,41,5,37,TRUE,10,2,0,1,900,6.802394763324311,6.608767496902922,741.5684698044814,6.680754918140781,796.9204947282154
8,42,5,38,TRUE,10,2,0,1,660,6.492239835020471,6.602172476041121,736.6939018822173,6.680678078163135,796.8592617278165
8,43,5,39,TRUE,10,2,0,1,1003,6.910750787961936,6.59573264663357,731.9649619546884,6.680609579311943,796.8046796532524
